Group_name 	 Atlas_name 	 Plates 	 Region
Thalamus-L 	 - 	 - 	 LHbL-R!LHbM-L
Thalamus-L 	 - 	 - 	 MDL-R!MDM!MDL-L
Thalamus-L 	 - 	 - 	 MHb-R!MHb-L
Thalamus-L 	 - 	 - 	 PC-R!CM!PC-L
Thalamus-L 	 - 	 - 	 Po-L!PoT-R
Thalamus-L 	 - 	 - 	 VA-L!VL-R
Thalamus-L 	 - 	 - 	 VA-R!VL-L
Thalamus-L 	 - 	 - 	 VL-R!Rh!VL-L
Thalamus-L 	 - 	 - 	 fi!SFi!AVDM-R!AD-L!sm-L
Thalamus-L 	 - 	 - 	 p1Rt-R!Po-L
Thalamus-L 	 - 	 - 	 p1Rt-R!Po-L!PoT-L
Thalamus-R 	 - 	 - 	 Po-R!PoT-L
Thalamus-R 	 - 	 - 	 p1Rt-L!Po-R!PoT-R
Ventricules 	 - 	 - 	 3V!IVF!LV
Ventricules 	 - 	 - 	 3V!LV
Ventricules 	 - 	 - 	 3v!LV
Ventricules 	 - 	 - 	 D3V!LV
Ventricules 	 - 	 - 	 LV!chp
Ventricules 	 - 	 - 	 E!LV
Ventricules 	 - 	 - 	 LV!chp
Ventricules 	 - 	 - 	 LV!chp!IVF
Ventricules 	 - 	 - 	 LV!st
Ventricules 	 - 	 - 	 E!LV
Ventricules 	 - 	 - 	 LV!chp
Ventricules 	 - 	 - 	 LV!chp!IVF
Ventricules 	 - 	 - 	 LV!st
Ventricules-L 	 - 	 - 	 D3V!chp
Ventricules-L 	 - 	 - 	 LV-L!chp-R
Ventricules-L 	 - 	 - 	 LV-R!3V!LV-L
Ventricules-L 	 - 	 - 	 LV-R!3v!LV-L
Ventricules-L 	 - 	 - 	 LV-R!D3V!LV-L
Ventricules-L 	 - 	 - 	 LV-R!IVF-L!3V!IVF-L!LV-R
Ventricules-L 	 - 	 - 	 LV-R!chp-L
Ventricules-L 	 - 	 - 	 MRe!3V
Ventricules-L 	 - 	 - 	 chp-R!LV-L
Ventricules-L 	 - 	 - 	 D3V!chp
Ventricules-L 	 - 	 - 	 MRe!3V
Ventricules-L 	 - 	 - 	 Aq!4V
Ventricules-L 	 - 	 - 	 Aq!4V!chp
Ventricules-L 	 - 	 - 	 Aq!ReIC
Ventricules-L 	 - 	 - 	 LR4V!chp
Ventricules-L 	 - 	 - 	 PiRe!D3V!3V
Ventricules-L 	 - 	 - 	 chp!D3V
Ventricules-L 	 - 	 - 	 Aq!4V
Ventricules-L 	 - 	 - 	 Aq!4V!chp
Ventricules-L 	 - 	 - 	 Aq!ReIC
Ventricules-L 	 - 	 - 	 LR4V!chp
Ventricules-L 	 - 	 - 	 PiRe!D3V!3V
Ventricules-L 	 - 	 - 	 chp!D3V
ZonaIncerta 	 - 	 - 	 A13!ZIR
ZonaIncerta 	 - 	 - 	 ZI!ZIR!F
ZonaIncerta 	 - 	 - 	 ZID!ZIC!ZIV
ZonaIncerta 	 - 	 - 	 ZID!ZIV
ZonaIncerta 	 - 	 - 	 ZID!ZIV!ZIC
ZonaIncerta 	 - 	 - 	 ZIR!ZI
ZonaIncerta 	 - 	 - 	 A13!ZIR
ZonaIncerta 	 - 	 - 	 ZI!ZIR!F
ZonaIncerta 	 - 	 - 	 ZID!ZIC!ZIV
ZonaIncerta 	 - 	 - 	 ZID!ZIV
ZonaIncerta 	 - 	 - 	 ZID!ZIV!ZIC
ZonaIncerta 	 - 	 - 	 ZIR!ZI
